summary,mask_perimeter,mask_area,mask_compactness,mask_convexity,mask_solidity,bending_energy,total_abs_curv,nearest_boundary_score_slope,nearest_boundary_score_err,convex_overlap,surroundedness_degree,case
50%,54.99137753248215,106.5,0.47349029803684417,0.8659673025218464,0.8966200812766378,3.6702338351672026,1.1077474096046898,159.73844337331428,20.373242147367904,0.0,0.0,22
75%,95.41168737411499,239.75,0.6515208515139681,0.9151953089900118,1.041675496220951,4.696245401158913,1.2984405120683618,237.63491633467817,51.650391274718274,0.08041958041958042,0.0,22
max,3405.129401445389,53140.0,0.9996231783395062,0.9744960025903046,1.2622950819672132,7.378478290237477,1.72183443514056,456.9713180464512,163.71623623154534,0.6944444444444444,0.7973662648903956,22
count,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24
mean,359.65213177204134,1089.68,0.138805281211512,0.5610178052069688,0.5552682802029172,3.805763417523353,1.1792585493760224,100.57406702929134,19.788513799956124,0.07116840731100431,0.4148691901576436,24
std,301.7197793047666,1173.8568467090256,0.07975071103522366,0.13148881952005273,0.11729322503307117,0.8450582608134578,0.16524545517404418,43.653406990270575,30.35763709424325,0.10422302060546751,0.38015589016710155,24
min,101.15432798862457,374.0,0.020029640817383124,0.24910419163698252,0.23012371312397267,1.7149083563411156,0.7442778407064824,47.50659164940424,0.7583520343873598,0.0,0.0,24
25%,201.52617028355598,502.0,0.0782448054479639,0.45329558731666886,0.4852920013414122,3.2492058704630367,1.04633636899989,64.43079422216965,3.6731594266015533,0.0,0.0,24
50%,268.4924215078354,702.0,0.12693872572267734,0.557561838842882,0.5467313988391107,3.7291402992752403,1.1781052622264068,92.21469767903119,6.676591907373377,0.0140127095229324,0.7305211887917995,24
75%,384.78457364439964,1060.0,0.17914663231487316,0.6481021379839235,0.6259174401483271,4.345301401291772,1.2971513047608387,119.53454159673316,21.754906569716212,0.11068010600146354,0.7591690785483407,24
max,2374.2551683187485,8985.0,0.4617732493342624,0.8781551741194105,0.8584474885844748,6.077678170302726,1.6189802631996482,273.37481662557445,150.33573371709164,0.4751712328767123,0.9071831756238035,24
count,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31
mean,565.7735799336433,8604.73,0.31107598501290523,0.7219116920464227,0.7377791150323004,3.660276745958868,1.139880419609534,106.25382607991217,8.116182274643757,0.15939013721930767,0.2687172059163561,31
std,4034.0689409674687,80448.85910571521,0.15528207358551396,0.13213151847560042,0.1353624254811404,1.2649641585654277,0.24477163183480666,51.66666826761225,8.691659152771448,0.20019821033512972,0.36103725208985754,31
min,48.28427076339722,129.0,0.00617715129147313,0.12021843670539295,0.4431895188615315,0.7839138912323579,0.4597452663789941,51.68847282709678,0.6010684986501708,0.0,0.0,31
25%,77.48706629872322,174.75,0.20849659752996583,0.6606727232816698,0.6533894883652647,2.764730672110944,0.9935922716907597,74.87009144883054,2.4332088615970155,0.004019431417457375,0.0,31
50%,108.76092952489853,269.5,0.26897393323301955,0.7453605093443241,0.715731075260968,3.683135137542448,1.1638744419084568,87.74248832082722,4.805411611128569,0.08601457451684055,0.0,31
75%,181.020073980093,564.75,0.40352217015850894,0.8013014611747307,0.8316123635565794,4.446187019862029,1.2821412144961648,122.79857555852598,10.544207541511334,0.20770159791898923,0.7508134440360164,31
max,40467.74668753147,805001.0,0.793127408012943,0.9486384703532129,1.0467289719626167,6.696169853449932,1.7127357539149173,342.8424466666725,53.55595781940998,0.8970588235294118,0.7925916165976388,31
count,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,34
mean,368.241980202198,1565.1,0.19716801159799308,0.5981451943172185,0.6387300594171026,3.5394737344834435,1.1371814574267722,249.83808307642158,27.787147677426432,0.048063917299932424,0.2785529813994352,34
std,438.66560604024204,2782.517200251774,0.12050007339892876,0.1425841443620466,0.12595850442359333,0.8280562662956767,0.171921899225752,110.02140014371112,36.61598019550332,0.08438441445286192,0.35393557170864715,34
min,81.49747383594513,227.0,0.024987277158454498,0.2743808462899281,0.3638267296243071,1.460672164701281,0.722473087991718,83.19417468393284,0.5079855213695671,0.0,0.0,34
25%,128.57463783025742,375.5,0.10153139840894604,0.5071334004296134,0.5349732013055868,3.0486880390579234,1.0371063767351882,158.46952930886417,6.439265843419689,0.0,0.0,34
50%,213.52185904979706,643.0,0.15743860638319418,0.5971711457559852,0.6322341254539028,3.4669065372566537,1.1424683986460273,232.02026394508914,14.188680326821466,0.0047036118003859935,0.0,34
75%,402.148534566164,1386.0,0.26874915559223667,0.7246286058002454,0.7363011431626652,4.087642540301544,1.240021065308409,320.7729329037091,30.54857991473052,0.06554959469649366,0.7448451336700701,34
max,2543.995282769203,18354.0,0.5159013121386093,0.841380261707573,0.9322834645669291,5.907861789384475,1.5809963029429153,532.5128431005661,179.5086013897108,0.38729508196721313,0.7973662648903956,34
count,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35
mean,263.5136165380478,2274.39,0.4902728890279671,0.8200276748331079,0.8536795658361876,3.112568936118615,0.9451611676323526,162.82486083083808,14.960587165584743,0.129413707600854,0.10451705112844767,35
std,574.3673968170733,8222.06288707955,0.2753704036426083,0.1527696391012282,0.21630720882780696,1.532243555259863,0.2992451284278545,57.70616565500222,17.58549165457159,0.1954217891316444,0.2613472856924311,35
min,32.97056245803833,86.0,0.03897603747979158,0.31461317847724574,0.4068451424499434,0.49780899391459477,0.354695944760138,76.67245387209113,0.30021505715999874,0.0,0.0,35
25%,54.22361060976982,138.75,0.23941254826479633,0.7648573861436208,0.6784595160725295,2.0382364781843294,0.73298764765816,118.88431720998051,3.0478862520930337,0.0,0.0,35
50%,80.64823168516159,249.0,0.4870768008842846,0.8798522972566312,0.8717176860280993,2.9043367117788996,0.923561062259685,157.41959348055934,7.942088241117843,0.0068808656213379445,0.0,35
75%,198.45510259270668,1062.75,0.7130416676116875,0.9325736663110726,1.0570840192291298,4.218617113832328,1.1359021558958482,202.44758620193014,18.55544218792064,0.22139411469747056,0.0,35
max,4270.474635243416,58235.0,0.9941584386206195,0.990234663303186,1.2125,6.9137679529006535,1.5466302294595906,315.9258435772298,83.2632649408254,0.9285714285714286,0.9167324722093171,35
count,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37
mean,487.3132041025162,2471.64,0.17898018744418864,0.5857584107876608,0.5993098364074356,3.527673789957366,1.1129972948917009,208.033600199823,28.068486924182608,0.03071063485958339,0.22908762508647418,37
std,1016.2926577047286,8770.077895511153,0.11471068280684234,0.1499236330766039,0.13088965519698606,0.8657911339303538,0.1759685519553963,132.48947364697207,47.02293369594558,0.04745890499019205,0.3488448358572655,37
min,84.91168737411499,289.0,0.014082106101461631,0.1735558817109843,0.33926605504587154,1.2617391990029008,0.6187985529798077,61.81765707151082,0.9560790838611032,0.0,0.0,37
25%,146.22108444571495,399.25,0.09491620996578573,0.4820747223573897,0.5028901269746759,3.019324658810335,1.0209956200500687,92.37660931515475,4.314704623417409,0.0,0.0,37
50%,222.9863252043724,631.0,0.1491273469203309,0.5857905177813916,0.5868419309721481,3.4901593547545415,1.1007851028899793,159.99412262325313,11.576500266544526,0.007802307879182574,0.0,37
75%,417.5904005765915,1422.75,0.23350361262914393,0.6950855617189285,0.6898077642920506,4.04063518543521,1.2295617433938562,312.42270602005533,29.58357206867972,0.04088602903774325,0.7460387957432594,37
max,8382.72805070877,78746.0,0.6169900827603638,0.9434904780330889,0.9915966386554622,5.393195524219125,1.524596434830341,543.0916505834524,296.28567748156826,0.25853658536585367,0.8689859892817485,37
count,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40
mean,557.9284293949604,3107.21,0.18129404676440358,0.5955857324002148,0.5823068443424966,3.1726883696367434,1.0129594188565014,230.72102135547354,33.58431652043923,0.03995671037166416,0.33990721196136087,40
std,752.1215419620595,6499.5664180098365,0.12870422157787514,0.14664851731557763,0.14467457135105383,0.743323184946149,0.14451136015671415,136.82031071615128,41.00822075227779,0.08388947305895583,0.3769011299435525,40
min,109.15432798862457,503.0,0.016932903464996044,0.2565869500035739,0.30376705067495935,1.6415071208756256,0.7024335686723657,53.54169785545777,1.140561831054518,0.0,0.0,40
25%,208.86931613087654,707.5,0.09446956178893323,0.49520249360768814,0.46951130120550405,2.6659823834166154,0.9041159793087327,117.1927746981299,5.694266384341567,0.0,0.0,40
50%,311.7264396548271,1129.0,0.15104613957117202,0.6044467352855258,0.5670901461812492,3.1711170275026337,1.0099219970647564,204.3701242249472,17.080003364232475,0.0006865841121697496,0.0,40
75%,492.0099693238735,2444.25,0.22758089459884623,0.6935259751223273,0.6725616425149681,3.5567992937409363,1.1142847974182084,289.60551244862734,49.40445519806038,0.035805751142092446,0.754394430255584,40
max,4996.763081908226,50033.0,0.5795291507363195,0.9009405182831144,0.9226856561546287,5.172052306340096,1.337766102490159,639.1408067141219,255.17356071057736,0.5130023640661938,0.8594366926962348,40
count,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,44
mean,676.181699745655,3356.6,0.1316741214104074,0.5013708225338902,0.5776885642508242,3.668939178826252,1.1625413885805265,125.6987456208285,9.977126065963137,0.04778452637970526,0.5252590586861823,44
std,865.8101068367176,6276.8206019199615,0.09215986015983156,0.13860675588840238,0.11440251314002435,0.7253246402126288,0.15213555943830814,35.53290237999989,10.514778247363681,0.049020554607306366,0.35234337007211664,44
min,126.1248904466629,538.0,0.01120698243551608,0.19761679222332704,0.3650773107580337,0.9901036262239323,0.5702891122758541,65.94950774825438,0.6937339766302794,0.0,0.0,44
25%,258.02795535326004,730.25,0.0671838122327759,0.42624866298347946,0.4952168866251983,3.2724815168202435,1.0836251811741822,97.91600181911541,2.56207945200468,0.01106921752545756,0.0,44
50%,369.5670593380928,1413.5,0.1079149641455632,0.4946389031172524,0.5688035739574885,3.712217861725877,1.1661309640929987,126.66004103282913,6.322403611528147,0.03258809840425532,0.7448451336700701,44
75%,815.7468165159225,3190.25,0.16484721142510536,0.5832527366053304,0.6401833738346995,4.155981159764404,1.259205569349274,144.7420915649218,14.89193904804296,0.07035991534885709,0.7639437268410976,44
max,5185.1104036569595,44195.0,0.4471206121366743,0.8931747607129836,0.9022195560887822,5.524998451381428,1.507770548250657,248.85596903221847,63.546664665570965,0.2095435684647303,0.8594366926962348,44
