summary,whole_brain_area,whole_tumor_area,invasion_count_cnt,invasion_count_min_area,invasion_count_max_area,invasion_count_med_area,delaunay_score_min,delaunay_score_quartile1,delaunay_score_median,delaunay_score_quartile3,delaunay_score_max,tumor_components_cnt,tumor_components_min_area,tumor_components_max_area,tumor_components_med_area,interface_ellipse_eccent_quants_0.1,interface_ellipse_eccent_quants_0.5,interface_ellipse_eccent_quants_0.9,interface_ellipse_area_quants_0.1,interface_ellipse_area_quants_0.5,interface_ellipse_area_quants_0.9,cooccurrence_mat_0,cooccurrence_mat_1,cooccurrence_mat_2,cooccurrence_mat_3,cooccurrence_mat_4,cooccurrence_mat_5,cooccurrence_mat_6,brain_compactness,brain_convexity,brain_solidity,convex_overlap,filled_overlap_cnt,filled_overlap_min_area,filled_overlap_max_area,filled_overlap_med_area,case
min,2435.3533574443586,104.63804788135208,0.0,0.0,0.0,0.0,2.532813310623169,8.268733501434326,12.644330024719238,18.89261531829834,58.516021728515625,0.0,0.0,0.0,0.0,0.001590853271123414,0.0038383709090956987,0.005127820875458987,4.012090207571084,10.484742447788111,16.70657739024501,0.009763617677286743,0.008735868448098663,0.0,0.0,0.004210526315789474,0.009249743062692703,0.1654501216545012,0.009194531390991212,0.1703617873862318,0.24880913430526466,0.0,0.0,0.0,0.0,0.0,20
25%,105388.24467692278,21498.70696471244,0.0,0.0,0.0,0.0,31.107849597930908,81.2943115234375,147.42724227905273,254.34949207305908,690.3455963134766,8.0,11.21402560206504,1139.6821786190135,134.84600176431195,0.0032553163078356756,0.0058981124605782444,0.012282983920180283,44.66861383762273,357.46863582884635,1006.7297170865598,0.16482843137254902,0.05151098901098901,0.018845779076977588,0.013076840055956131,0.017222155317404817,0.048111658456486045,0.23911571626657424,0.04921040813719118,0.3446579304226412,0.5362793549168106,0.03673517307757387,1.0,1.2891869933368085,4.927330765021046,1.975513007929169,20
50%,316668.8863587971,112712.67272452134,0.0,0.0,0.0,0.0,39.703386306762695,107.890869140625,183.42540740966797,349.79883193969727,914.6836853027344,17.0,25.12050617421466,2589.7365874797556,255.83341475805707,0.003764291061447568,0.006864941892108809,0.0162375537740935,92.29404263692099,586.393058936821,1773.6545551548265,0.31048556912572467,0.07938299009331196,0.03480336278141921,0.021731601731601734,0.034155925561748374,0.07757688721495382,0.4096620891347193,0.11330701836127458,0.45086466007244086,0.6943294866082967,0.1022994452615477,2.0,121.10589972125163,174.70994238814302,148.54219462998947,20
75%,690902.5237429906,410401.9798153788,1.0,0.09514743205690249,0.14058526143755848,0.11135108367546398,56.419843673706055,155.0817642211914,300.77459716796875,613.6829528808594,1197.1890563964844,27.0,51.003953134904165,4116.742328645491,419.8488128612508,0.004344290476313649,0.007923659902062416,0.020266939814576487,159.66754183882585,831.2575108812964,2642.25499451797,0.4211095714924028,0.10787288406259982,0.05005973715651135,0.032424168297455966,0.06578461822319259,0.0978839281021706,0.5722808441558441,0.16528984850166897,0.5606832729155526,0.8027388587688122,0.23070775724479226,6.0,176.49479675284795,275.9854431264903,215.88460811051016,20
max,1012285.4863198234,819552.2725135464,10.0,15.656180736234711,21.72446784330243,18.144178450132475,1319.15715409546,1421.2413330078125,2576.398193359375,2709.4261474609375,2842.4541015625,149.0,342.7265647482893,18042.23122673374,1588.7138882527395,0.006171917132455383,0.01137539373820867,0.060749600655502944,1044.0082416992118,1591.8226542475163,15491.70588248474,0.6467941507311586,0.15202702702702703,0.1503267973856209,0.09477124183006536,0.1312636165577342,0.14215686274509803,0.9439876670092497,0.7670212446632247,0.9270562288144123,0.968465191904497,0.43566124015779084,125.0,308.82319271976996,540.1042023223532,380.76633398538365,20
count,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21
mean,142292.88112461145,164151.4153705697,3.4285714285714284,3.424777477970024,3.7548608084731194,3.5629994728708945,15.416850737163,52.550563755489534,92.41688137962704,161.73096109571912,712.0117699759347,68.57142857142857,9.025541169997702,1447.605233487127,76.35059610386087,0.00395679659275214,0.006884007971002306,0.01662570173406529,42.5815195309587,237.87212563497755,739.0768539124911,0.3914413831945121,0.06929957120536254,0.09323386514014652,0.07870525177242567,0.052181510509290756,0.07224693556587226,0.24289148261239002,0.06067226621189255,0.35783271961500496,0.4994443266014092,0.15147096755178846,39.04761904761905,52.67364120206833,150.51805663886785,72.92185210159047,21
std,136268.6576008054,136121.40835150852,5.104619756371953,3.270544099784962,3.465134330036216,3.3797059888917325,7.893793790105275,24.759158722164003,45.19333083867192,85.78057652244398,389.9765892942453,80.14647305313655,7.0188882054759105,2291.1215378211496,47.397679144832956,0.0008287032776001245,0.0010785559360833056,0.005199056345467164,35.53652491754441,150.04547018457055,524.276853780191,0.13012094313925185,0.01209307966380926,0.04022109443168126,0.040732959991055286,0.02294738906583552,0.010841860488614675,0.11560341790542342,0.06021565447389775,0.1300296747682428,0.12229391992549575,0.1577218557191665,58.81876927518646,32.84617715061801,92.24602680260702,45.25461841775852,21
min,2441.0356204580366,4792.2765460478095,0.0,0.0,0.0,0.0,2.427896499633789,9.54421591758728,14.813613891601562,23.31595754623413,106.28557586669922,11.0,0.2521163602230351,127.86576437275946,3.6489341064423195,0.002685486933545834,0.005136782581960953,0.008358067898932835,4.281522800612286,21.922210132664,64.1895006244639,0.14902186421173763,0.039647577092511016,0.039700805523590336,0.03262092238470191,0.018722466960352423,0.05286343612334802,0.08859798899639537,0.0070176478315041434,0.16408885726526565,0.3179164484959484,0.0,2.0,2.747078660254391,19.304909868506684,4.53696896454935,21
25%,40891.95097752634,46693.774712954895,1.0,0.22738132446200487,0.32869166220159507,0.27690992979036233,12.588226318359375,46.93017387390137,72.86942291259766,91.38818550109863,334.375732421875,26.0,3.134399537685644,372.31187557151407,42.18763495392332,0.0033298332562141215,0.0060401243371213335,0.012737475776081643,15.591332994443665,139.15812065107292,299.9919969285676,0.31759656652360513,0.06041426927502877,0.061422413793103446,0.053807569539443684,0.04056970220112214,0.06736353077816493,0.17177384548985758,0.01965415938842163,0.2566349362093447,0.40949033085317027,0.07504203107884704,8.0,29.384995665802915,75.27168301530378,39.24913538734303,21
50%,98776.73969152772,126287.06018711512,1.0,4.229109218183507,4.229109218183507,4.229109218183507,16.514623641967773,61.12032985687256,111.70445251464844,191.3312225341797,855.47119140625,42.0,7.667887419785904,649.1384721926025,94.15281942827748,0.0038467098749101858,0.00705545491298676,0.01745468967542503,40.490705727022345,242.52404957736013,692.2901441408787,0.40101237345331836,0.07018239492466297,0.08558558558558559,0.0627177700348432,0.04856763422500474,0.0703037120359955,0.21753246753246752,0.037201902109263656,0.3642508678819392,0.47389860952961366,0.1132899201346401,16.0,69.51884663737872,141.2014881820661,79.83848388762009,21
75%,202647.60439372106,268091.41491950984,2.0,5.659155911422689,5.800870124229125,5.742378792473023,20.78668975830078,72.44043731689453,118.233642578125,211.6102523803711,981.704345703125,53.0,15.534937796062284,1315.3653759608735,107.3020346342302,0.00447068678232424,0.007372963588472009,0.01896656704224059,50.227782809911375,331.3935123424286,1073.5973583175844,0.4713656387665198,0.07548387096774194,0.10393541876892028,0.07820136852394917,0.05973552211582307,0.07792207792207792,0.28796343321482987,0.07019188220959036,0.42229011719914605,0.59329029034847,0.17321831807917618,26.0,71.18330425838539,210.88678058154548,105.19372164762174,21
max,490395.4870704299,437601.99831965746,17.0,10.652528774442708,10.652528774442708,10.652528774442708,26.609403610229492,84.84284591674805,161.22775268554688,292.9041442871094,1286.375732421875,316.0,20.5283106590823,10452.516450318406,168.33214740447488,0.00541538411319385,0.008954386981305983,0.03093674115734749,135.40362746889286,537.6752935058556,1822.0984022922153,0.6033357505438723,0.09481915933528837,0.17810420013770945,0.165243786757731,0.09852717115286948,0.10459433040078202,0.5909090909090909,0.24994348839994987,0.6495281351677751,0.7550570036085513,0.7036184210526316,215.0,111.18576908324577,307.36665260983915,145.6054580628129,21
count,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,22
mean,799420.7442673316,79814.91151989455,1.5,4.845014592805196,6.066136323558775,5.3865808785423805,269.90714564046505,365.5615393179932,470.98088113893016,647.6185911783622,1175.8940239300914,27.5,59.16195460011717,3099.60033794591,270.9190921523366,0.0038653153836710388,0.0064635586268011564,0.015793251796698285,245.71046656642736,883.7962877083991,2738.1540935311964,0.17154180131750263,0.060820703898396666,0.0352782245779185,0.040254241226680094,0.05901632125423861,0.06216658184657161,0.570922125878692,0.09193194048545786,0.4074540703486929,0.6547631745834308,0.10000164754922461,19.634615384615383,155.33385660124415,357.56704351755775,188.00798135069914,22
std,610564.6814360062,138149.17163730165,2.9472486338624235,6.932635511846103,9.989707343595782,8.16557172423407,575.2729299097388,594.344338215985,620.2940557575897,625.6856241963209,604.7424328872037,39.26855749633716,70.76167710526929,3749.4240348812705,249.94457721333782,0.001309842009910794,0.0012627706403620647,0.008614080659522676,257.53678980466367,618.6726001071085,2037.1491072168399,0.10436936701261651,0.028986014499466604,0.032118885463418824,0.02986243638076183,0.03038619304921583,0.026460552953564767,0.18359620710486524,0.07018233447207803,0.15737875780818847,0.14105482655228496,0.14100557630665914,61.42715400267848,162.1009024152989,346.4425772043422,173.31522023426766,22
min,3134.48801190246,445.1188062127687,0.0,0.0,0.0,0.0,2.2151436805725098,12.176923751831055,19.14975357055664,34.13136291503906,114.51919555664062,0.0,0.0,0.0,0.0,0.00172374965863822,0.003830043296914827,0.006287249981727702,2.9204904392367386,25.112096348356648,38.24914441881143,0.012415349887133182,0.010158013544018058,0.0,0.002894356005788712,0.010130246020260492,0.013157894736842105,0.18622327790973872,0.013170932328481157,0.20146056791292236,0.38082601474671224,0.0012158928160355715,0.0,0.0,0.0,0.0,22
25%,265510.79340431903,22814.6073869924,0.0,0.0,0.0,0.0,25.702541828155518,85.88184690475464,158.18585014343262,268.09241485595703,810.6800384521484,5.0,9.45023903090209,698.1819477429656,137.4391690363221,0.002901677361892027,0.0056383424370016234,0.01011659826848578,61.243478536268015,464.7618886967344,1420.7139756190736,0.08581231660661888,0.03883464789300628,0.012425876528046978,0.022366831909182452,0.03915117258112705,0.04509394868301544,0.44214011377223816,0.03729616306100134,0.28059925983469164,0.5631776820965684,0.013884179728817756,1.0,14.368373841744825,181.5393230681321,22.87385606415654,22
50%,743542.2464050584,39156.16932098936,0.0,0.0,0.0,0.0,40.74478530883789,117.08252716064453,231.03455352783203,434.054630279541,1160.2578125,13.0,33.396783578075414,1531.9714054152535,224.57198904216034,0.003709286529290501,0.006379168674568047,0.013050753182500055,176.08272946775548,893.4692964982345,2269.2735297443614,0.14454830786026202,0.06096184551010296,0.025592579557864717,0.035793403895029344,0.0525853978978979,0.06322905620360551,0.5812119881369902,0.06909713995814012,0.3910103527175728,0.6504769594356936,0.051977093611677655,3.5,143.52595933338068,276.2041545657636,182.93723166775982,22
75%,1156321.7646508343,81698.4465517324,2.0,9.735704743854372,10.6647972608585,9.877675367428818,85.55439376831055,224.19728469848633,463.33703231811523,744.4782981872559,1492.5721130371094,31.5,76.09877549473205,3500.6548465457795,375.17174191532786,0.004678472062863345,0.00747830641392469,0.017905075798888493,302.74266480419175,1153.9846016050544,3730.738791389588,0.22290759848200103,0.07995323222168801,0.048014268059768564,0.04883796240510905,0.07874054923485152,0.0805228635093996,0.7173318876255226,0.1309507950666849,0.5123562024452251,0.7543084968064555,0.12350042807782964,10.0,209.59247317329405,512.2851473028239,260.5874750649205,22
max,2270363.5327634146,877837.3951885246,15.0,21.901327644210685,53.48224601969465,36.147157556915715,2065.748113468258,2176.446044921875,2710.52490234375,2825.0584716796875,2939.592041015625,188.0,287.83013843076884,14528.66979155362,1480.2455359113744,0.008322359485345663,0.009353297692399877,0.041888317820315636,1064.436620272789,3759.6153292100466,10221.79427051414,0.4455621301775148,0.1331877729257642,0.14251781472684086,0.19429928741092636,0.15633074935400518,0.13755458515283842,0.906158357771261,0.30008769476671227,0.8053402260494545,0.9307822961696894,0.8466451177905553,400.0,947.8716725611183,2020.3540320521279,947.8716725611183,22
count,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,31
mean,349067.81978462945,420218.18163597945,0.8243243243243243,2.103187088540431,2.272352875578526,2.1563697275209686,27.102922007844256,83.54903487095962,156.59942825420484,295.26573814572515,834.1963466953587,35.71621621621622,15.575150856682933,1543.7814538376574,113.0397054956514,0.003855015699068256,0.006923056597527273,0.01733772914472363,65.12080367988197,365.7425344704666,1079.3333198584214,0.3673807845461243,0.08900829083092753,0.06534062566338764,0.04733367138633674,0.07122955454615054,0.08634604765314927,0.27336102537392404,0.060473453823084444,0.3526255787857554,0.586591389487738,0.12388825979671293,14.716216216216216,76.31050795777391,157.47298397369303,95.41556287912894,31
std,352734.8289588817,398054.3106965192,1.6581728524014974,3.2642461248977774,3.5812801365213547,3.3430502610884387,37.19532363210249,68.01723876538793,110.80177417127231,194.24152550319948,348.7690586429066,35.55952766003318,12.40947877052332,1284.228108257709,56.0759851458758,0.0007280143999550129,0.0011725341061983568,0.006586324443144666,47.80556055590184,143.26967286407515,509.75706015359407,0.14456998128264634,0.030530460776292196,0.031208375386734565,0.022417040891469783,0.03494432045679067,0.027823739870898968,0.12778968446534344,0.04296679593325953,0.1057216132682641,0.15663065959346978,0.10633875369903818,40.01729772228138,27.40036586586089,80.37010163092285,34.21903350298118,31
min,1392.2800769448977,597.5484339367911,0.0,0.0,0.0,0.0,0.97231125831604,5.534035682678223,8.13138198852539,13.287809371948242,102.49606323242188,3.0,0.10258822532939041,17.568021628514863,1.3904519796710766,0.001788096153402793,0.00451548522071017,0.007671659689985213,1.6173054627409484,11.066386868693126,38.28750756564136,0.040625,0.015384615384615385,0.0125,0.01557632398753894,0.021684737281067557,0.009375,0.08634686346863468,0.009187368985605548,0.1510161712921905,0.3233549712791295,0.0037913033334305464,0.0,0.0,0.0,0.0,31
25%,66145.46277911062,59616.33697369055,0.0,0.0,0.0,0.0,17.962444305419922,55.47013282775879,104.09016990661621,179.2495574951172,608.6613464355469,16.5,7.645958287287876,601.5067653381353,77.25798027547658,0.0034014428322526316,0.006219364765788226,0.012666381335320187,34.57047007012841,289.20784279389517,820.8628973542343,0.24649098257530488,0.070952461992285,0.04865560560700596,0.033858968360991094,0.045793594023207755,0.06995875529433321,0.18229748508215035,0.028424521876532566,0.2800079164467695,0.4587317364497453,0.045664436132064744,3.0,74.91621374598958,103.92950548067272,85.00576966630017,31
50%,215137.96240367222,309608.69933280774,0.0,0.0,0.0,0.0,22.4004545211792,66.73971557617188,121.57890319824219,238.70687103271484,889.8981323242188,27.5,10.541462937745841,1227.8372709399573,106.68993501976257,0.0038874899071602966,0.006975873297108334,0.0169764275781055,53.67446034975481,372.6591601577261,1003.5607365405006,0.37895083455831124,0.08832894158981115,0.060447468563127736,0.04378910586335655,0.061273192493990644,0.08381184668989547,0.24085726568175542,0.046994787697345775,0.3424082254912191,0.5458874270888265,0.07414366075610623,5.0,77.78794301022504,147.7827916770213,99.0888899178515,31
75%,525205.4537405403,786121.9895059379,1.0,6.277171869004533,6.303559846062535,6.303559846062535,28.510793209075928,91.90740013122559,175.9885082244873,348.7789707183838,1089.9897155761719,42.75,19.54301707979873,2010.0203061357306,151.75899926002276,0.004388330184099616,0.007367963024073587,0.019659054513042305,84.1080226482861,449.58122543248203,1279.9275523247754,0.46635548917102315,0.1070561738208797,0.07782109597466709,0.054542510984326845,0.08733548233756201,0.10357621688605695,0.33163875598086123,0.08312728598741247,0.4139293987961723,0.682564475168754,0.19243167384428753,10.75,83.86786363501675,204.13404960348245,111.29053694071673,31
max,1519633.813067047,1237357.046981838,7.0,9.373732206385537,12.87819221275597,9.373732206385537,333.0660705566406,548.1519622802734,763.2378540039062,1013.5436401367188,1461.3248291015625,228.0,52.95309781845024,7121.760209408439,249.0801062571427,0.005566058987197996,0.012054084108075904,0.050519038305735994,250.36182206978665,699.6947655309689,3180.1468094648285,0.6654676258992805,0.19596541786743515,0.2085889570552147,0.17919222903885482,0.1724470134874759,0.14814814814814814,0.81875,0.18924296876576976,0.6112660482708302,0.8880010804875015,0.49902211730474944,303.0,145.65874424346453,408.68424197447376,167.94603536440752,31
count,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,34
mean,491630.76399831474,371755.4120426531,2.235294117647059,8.783011425938485,10.114380444381423,9.402508694521037,27.424284289864932,73.36264296138988,118.70192393134622,192.7558495016659,898.7893640854779,52.11764705882353,29.337761068584268,7407.382951885236,357.9511121029463,0.0027274814388197847,0.005609752400517139,0.013150400470025858,269.1075194404166,1272.1028137658595,6931.0789118843395,0.2995700812248684,0.09965535147216442,0.08387968534527135,0.05154896542565367,0.07515884651066429,0.0870770956047618,0.3031099744166161,0.04391194947512739,0.3319687369340178,0.5348118672374995,0.27633187285826943,21.352941176470587,143.76680653942964,343.48089832645184,205.29559821933276,34
std,428230.6702345344,305485.5040915861,2.3592745644770208,9.955663350409587,11.23287186748286,10.482122636325283,17.3965364171225,37.461021115159284,59.484384887332546,107.64585794273826,676.4093657737454,34.772263287247306,27.596571512122726,7167.791053857568,370.8386289036559,0.0010747007258215056,0.001215742355395056,0.0047264236111127155,403.620463572891,1378.6498575886471,8743.163691663165,0.10156652306085387,0.034386020669951986,0.030659255018084544,0.018790017639587996,0.03203554371828339,0.027559497971517983,0.1352063401556464,0.023143960734883798,0.08895639249540277,0.10437584445461093,0.14258681857122502,25.184174535982383,135.9163942758559,273.2666246798396,204.72046988822208,34
min,20359.558316026738,38522.98753885188,0.0,0.0,0.0,0.0,6.443961143493652,17.08770751953125,26.36028480529785,45.151893615722656,235.41128540039062,6.0,0.9828587350983798,237.02634236504383,9.587894573428159,0.0014255884800787135,0.0039170479468566485,0.005427845976805257,6.7756745999794,53.787286701949725,177.4539440924107,0.0881057268722467,0.027522935779816515,0.010703363914373088,0.013761467889908258,0.010703363914373088,0.0290519877675841,0.16047548291233285,0.009402578099576429,0.18761211493705113,0.3210980723127008,0.004691877707772418,0.0,0.0,0.0,0.0,34
25%,74151.04317404481,113717.17456743852,1.0,0.892763351047695,1.7264293392013539,0.9623825114504969,9.681520462036133,34.209622383117676,54.99577713012695,85.72706604003906,308.5944519042969,31.0,2.766237050245268,1297.2834349458108,51.8347791450029,0.0023313013879213895,0.004954059097828195,0.009573476751685198,42.014106955407414,216.55294287773177,559.262071115383,0.2651162790697674,0.08630952380952381,0.07008760951188986,0.044358727097396335,0.07017543859649122,0.07534883720930233,0.2168061113132048,0.02810444654241551,0.2661107194851741,0.4811651799577027,0.18826487483828538,6.0,18.60873381484276,106.95044409378507,28.98115793338356,34
50%,457665.3401970887,359547.5296212122,2.0,2.1229261083277637,2.6375748618617667,2.3802504850947654,26.579315185546875,68.2457504272461,123.15296173095703,173.5017852783203,851.6802978515625,38.0,26.726297139627675,5804.118117557961,254.38802342321998,0.0027771392311163475,0.005263869426419413,0.012667903758863302,136.14086409266622,963.6992949753787,3657.0929512037296,0.3313521545319465,0.10149145143688613,0.0935672514619883,0.052108330476516966,0.07822808671065033,0.08765315739868049,0.24841571609632446,0.04460604269978794,0.3282120815856614,0.5315385594455553,0.20930833258654408,12.0,152.97411087500768,326.0389079375718,205.32660539358602,34
75%,812341.4251441241,571090.7517887747,2.0,16.30983290293604,16.63279989111299,16.63279989111299,39.9310417175293,105.0946273803711,164.33753967285156,256.82041931152344,1130.263916015625,63.0,43.246046080607314,12316.02312713986,622.0344192288082,0.0030398757092919963,0.00620927408649319,0.01634241565689356,328.1509976596483,1862.4009164666863,10625.870659676473,0.3537881384984573,0.12390488110137672,0.10696266397578204,0.06188118811881188,0.09011264080100125,0.11069836552748885,0.40736728060671723,0.05073404592167772,0.3817281997010035,0.6078838282288824,0.38628016090368317,22.0,210.10906468058667,460.55092514033254,316.7995172942901,34
max,1414861.0998627197,903621.2620455876,9.0,34.59683686448585,36.614985681580855,35.60591127303336,58.32303237915039,120.87875366210938,210.33387756347656,393.99188232421875,2616.7158203125,144.0,88.00582314880921,23621.83522442122,1327.077000726903,0.00618275170117239,0.009084091421293555,0.022392554062178823,1367.1741359730418,4399.996881727923,32257.84412235954,0.47540983606557374,0.16983523447401774,0.12184249628528974,0.08234126984126984,0.14195183776932827,0.12787110044566335,0.591743119266055,0.1031761879122008,0.5257520321087901,0.6851618260792147,0.5320041924268518,101.0,422.0814097467274,829.7021926265879,726.191272915875,34
count,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,35
mean,243736.79464269493,162085.59171702026,4.0,2.1943842127159927,3.102329691577158,2.5103031285980806,47.82629400782346,104.33248487134607,172.93585113071867,248.45761985238587,730.7802933465515,54.78787878787879,7.968780151488679,1331.1917049215735,46.55793799095288,0.0028843181034112226,0.005846893803677816,0.01300960193410736,67.20163438445458,247.21310676923162,927.5530339331076,0.30231609562967354,0.07116047676051494,0.06481068093016272,0.053090626295032285,0.08912117650528228,0.07125414574874533,0.3482467981305889,0.08039411491728861,0.3881003615080212,0.6227161272888686,0.24467771106739397,49.22727272727273,30.44948409681048,183.47732386222324,46.413012176439715,35
std,220255.9002007116,142594.73538331196,3.5431407188885617,1.3495621566081961,2.0571121135489228,1.5436944833686843,172.9396396051842,282.795475210911,460.16797957956527,462.2103070049394,454.9076036439497,43.20559620145917,11.043177932158248,1174.9289635255386,27.453524627418297,0.0013747232980324618,0.003167446112138689,0.007359222439942821,70.52376942906918,115.672561067643,609.6303067415256,0.15621675973201252,0.029266738979263046,0.038704988178240446,0.02486971256364259,0.03702002640502356,0.025752357893405835,0.1756990529853015,0.06857894282416237,0.13567198611545622,0.16264207117622592,0.17644638978985316,40.59131982031682,13.659035206345179,116.8969297452367,19.71948483646421,35
min,813.1448765657807,835.2781504531307,0.0,0.0,0.0,0.0,1.6390185356140137,7.220324993133545,10.6431884765625,14.422284126281738,107.72744750976562,0.0,0.0,0.0,0.0,0.0012916871452732656,0.004165647891488058,0.005646819653480814,1.4381144642599275,8.288156612656463,28.013427224827293,0.018272425249169437,0.0037243947858473,0.00186219739292365,0.0027548209366391185,0.0,0.0027548209366391185,0.10071942446043165,0.011288062971533702,0.17962337851058344,0.28188393832092795,0.001565679700230534,0.0,0.0,0.0,0.0,35
25%,83157.7673230733,29111.695451383457,1.25,1.0423172515919712,1.3152462703691,1.1320924448024712,10.035417795181274,35.21707630157471,59.242098808288574,102.70916652679443,572.8068695068359,27.0,3.0150716532608524,499.7175621538685,32.56799654646315,0.002251662907771386,0.005024705509405649,0.008564736774952376,23.177946523379404,211.8703480240993,549.4199049178294,0.21413637054813991,0.05628832581279648,0.03725227502527806,0.03500932948031857,0.06364633602523675,0.053640064559426284,0.21909012660214305,0.028887260904326258,0.27937278225105255,0.5066274025300158,0.09796912234359323,19.0,28.643729843609165,102.44205649720607,42.8531592195352,35
50%,193405.06931355354,132558.00009938696,3.0,2.523523905969866,3.289893717372296,2.9491090367226604,12.567304611206055,43.316030979156494,76.25194549560547,141.15053939819336,763.4590454101562,46.0,4.483529247168676,1131.2853744575064,47.18981953718971,0.0027125174855421735,0.005287238074323819,0.011820760460610915,41.29997439809618,259.7505233267406,871.9768104553923,0.29178116669631265,0.07463589856709113,0.05693627840457651,0.05551317322825186,0.09153941339454641,0.07487412153726083,0.28347293195195056,0.06063344296935708,0.3636484817403925,0.6256264070584453,0.2308242876138582,37.0,32.373859527867566,187.7501711222066,49.237590132507044,35
75%,287555.21839489904,267894.0014054361,5.0,3.052057671552549,4.450720496879791,3.5454866215880054,16.031385898590088,56.16402196884155,120.84775352478027,217.7526397705078,875.0248565673828,78.5,8.427425799393292,2034.1002986923384,61.5120635191153,0.003216699590552696,0.005786476030204229,0.013940187558305686,86.79631808676459,313.2944199980966,1187.473266316161,0.396175068102128,0.08819898113773895,0.08819044953790289,0.07354979050133965,0.11839634225618652,0.09114783996352445,0.46449847898086527,0.10275481568308442,0.4813560577073725,0.7269627810230249,0.3492404514786536,73.75,35.93167896348448,230.85679479566377,56.49989391018717,35
max,962300.7277683468,496881.0266552928,13.0,5.315164082967382,9.128869385435502,5.7505871293121675,1001.128479874675,1926.9503173828125,3584.380615234375,3640.76416015625,3697.147705078125,264.0,74.28540369384324,6745.874125729517,175.73073566963342,0.012486031224859747,0.029673859254416835,0.044316854777787275,317.6666371077895,475.93240424265554,3584.946045588818,0.6878814298169137,0.14158061953931692,0.19918144611186903,0.10686675761709868,0.14654088050314465,0.13264495631453535,0.7725118483412322,0.3015419564907016,0.6816082604647453,0.9477286834529733,0.7541798546058213,165.0,83.52557829579132,503.8935751252591,83.52557829579132,35
count,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,37
mean,109560.31506227553,116030.08867392871,2.4705882352941178,1.4691094842928243,1.7548425517519197,1.5812918783382062,34.21410352342269,72.99868473585914,110.08459520339966,174.8620935047374,515.4422279806698,56.3235294117647,8.952270146195625,1531.3773466307946,76.39303587931761,0.003133971470643885,0.005835302008298116,0.014510419949110034,66.43872978081002,307.41249517500347,1053.4896654602946,0.3481897707215913,0.10562891270241079,0.09915833126169563,0.05820994309554388,0.07939083887784423,0.0850424846542768,0.2243797186866374,0.0691912267388982,0.40760185499699886,0.5517082222906926,0.26747894341893985,32.5,42.714984454888395,139.59223790194633,54.828524094052376,37
std,104960.46901161889,104061.97842009805,3.350579272555058,1.9511604734220378,2.2137581265451978,2.070370931957448,72.84409910405661,103.15063404093456,117.5433944603798,144.56226150460384,257.82241880753674,59.9796534128817,7.203831751409896,1591.9349917436055,82.1199201187435,0.001050281547392463,0.001126218176258182,0.007152330135951976,87.65755618388378,202.05742471424128,860.1736919264259,0.15211944674407116,0.05150395134458527,0.04382177790069943,0.030849310253971446,0.03600996423369973,0.022911433941681728,0.12791098426517572,0.045670040385858035,0.12364792804661201,0.13123066715953816,0.14124964277732552,40.986509236502926,28.585252495387362,127.56272388503011,32.058912248863805,37
min,3031.4008493540214,8189.438052579142,0.0,0.0,0.0,0.0,2.465832471847534,9.61251449584961,14.330472946166992,20.99410915374756,58.40636444091797,3.0,0.14325803385557126,29.886572801932623,3.7435157370601795,0.001203046074265468,0.00413101767069989,0.00541492138281659,7.307469282400832,17.33791821673629,66.72978773629495,0.0966183574879227,0.03615960099750624,0.0045045045045045045,0.010273972602739725,0.011494252873563218,0.031446540880503145,0.06704980842911877,0.017404071998702062,0.20458864915205516,0.30316740390658686,0.014594279042615295,0.0,0.0,0.0,0.0,37
